source_id,source_name,source_category,role,target_id,target_name,target_category,is_inverse
stg-vc-bluerun,BlueRun Ventures 蓝驰创投,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-bluerun,BlueRun Ventures 蓝驰创投,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-shunwei,顺为资本 Shunwei Capital,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-matrix-china,经纬创投 Matrix Partners China,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-matrix-china,经纬创投 Matrix Partners China,资本,invested-in,ind-xpeng-robotics,XPENG Robotics (Iron),产业,0
stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-bj-robot-fund,北京机器人产业发展投资基金 Beijing Robot Industry Fund,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-scg,深圳市创新投资集团 Shenzhen Capital Group,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,related,stg-vc-msft,Microsoft,资本,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,related,stg-vc-thrive,Thrive Capital,资本,0
stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,related,sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,0
stg-vc-parkway,Parkway Venture Capital,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-intel-capital,Intel Capital,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-align-ventures,Align Ventures,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-bezos-expeditions,Bezos Expeditions,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-bezos-expeditions,Bezos Expeditions,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-bezos-expeditions,Bezos Expeditions,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-brookfield,Brookfield Asset Management,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-macquarie-capital,Macquarie Capital,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-tamarack-global,Tamarack Global,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-lg-tech-ventures,LG Technology Ventures,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-salesforce-ventures,Salesforce Ventures,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-tmobile-ventures,T-Mobile Ventures,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-qualcomm-ventures,Qualcomm Ventures,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-msft,Microsoft,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-msft,Microsoft,资本,related,stg-vc-openai-corp,OpenAI,资本,0
stg-vc-msft,Microsoft,资本,related,stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,0
stg-vc-msft,Microsoft,资本,related,sensor-azure-kinect-dk,Azure Kinect DK,传感器,0
stg-vc-ark-invest,ARK Invest,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-ark-invest,ARK Invest,资本,invested-in,ind-tesla-optimus,Tesla Optimus,产业,0
stg-vc-eqt-ventures,EQT Ventures,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-samsung-next,Samsung NEXT,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-nistad-group,Nistad Group,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-alliance-ventures,Alliance Ventures,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-sandwater,Sandwater,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-skagerak-capital,Skagerak Capital,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-bond,Bond,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-thrive,Thrive Capital,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-thrive,Thrive Capital,资本,related,stg-vc-openai-corp,OpenAI,资本,0
stg-vc-thrive,Thrive Capital,资本,related,stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,0
stg-vc-capitalg,CapitalG,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-redpoint,Redpoint Ventures,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-index-ventures,Index Ventures,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-t-rowe-price,T. Rowe Price,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-openai-corp,OpenAI,资本,invested-in,ind-1x,1X Technologies,产业,0
stg-vc-openai-corp,OpenAI,资本,invested-in,ind-figure,Figure AI,产业,0
stg-vc-openai-corp,OpenAI,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
stg-vc-openai-corp,OpenAI,资本,related,stg-vc-msft,Microsoft,资本,0
stg-vc-openai-corp,OpenAI,资本,related,stg-vc-thrive,Thrive Capital,资本,0
stg-vc-openai-corp,OpenAI,资本,related,sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,0
stg-vc-lightspeed,Lightspeed Venture Partners,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-coatue,Coatue,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-softbank,SoftBank Group,资本,invested-in,ind-boston-dynamics,Boston Dynamics,产业,0
stg-vc-softbank,SoftBank Group,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-felicis,Felicis Ventures,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-menlo-ventures,Menlo Ventures,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-general-catalyst,General Catalyst,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-crv,CRV,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-sv-angel,SV Angel,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-alexa-fund,Amazon Alexa Fund,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-alexa-fund,Amazon Alexa Fund,资本,related,stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,0
stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,invested-in,ind-skild,Skild AI,产业,0
stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,related,stg-vc-alexa-fund,Amazon Alexa Fund,资本,0
stg-vc-bdc-capital,BDC Capital,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-inbc,InBC Investment Corp.,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-bell,Bell,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-evok-innovations,Evok Innovations,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-edc,Export Development Canada,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-magna,Magna,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-se-health,SE Health,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-verizon-ventures,Verizon Ventures,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-workday-ventures,Workday Ventures,资本,invested-in,ind-sanctuary,Sanctuary AI,产业,0
stg-vc-mercedes-benz,Mercedes-Benz,资本,invested-in,ind-apptronik,Apptronik,产业,0
stg-vc-peak6,Peak6,资本,invested-in,ind-apptronik,Apptronik,产业,0
stg-vc-att-ventures,AT&T Ventures,资本,invested-in,ind-apptronik,Apptronik,产业,0
stg-vc-b-capital,B Capital,资本,invested-in,ind-apptronik,Apptronik,产业,0
stg-vc-dcvc,DCVC (Data Collective),资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-playground-global,Playground Global,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-mfv-partners,MFV Partners,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-itic,ITIC (Industrial Technology Investment Corporation),资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-robotics-hub,The Robotics Hub (Coal Hill Ventures),资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-safar-partners,Safar Partners,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-sony-innovation-fund,Sony Innovation Fund,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-tdk-ventures,TDK Ventures,资本,invested-in,ind-agility,Agility Robotics,产业,0
stg-vc-longcheer,Shanghai Longcheer Technology 龙旗科技,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-wolong,Wolong Electric 卧龙电气,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-huafa,Huafa Group 华发集团,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-china-mobile,China Mobile 中国移动,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-china-mobile,China Mobile 中国移动,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-jinqiu,Jinqiu Capital 锦秋基金,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-cdb-capital,CDB Capital 国开金融,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-beijing-ai-fund,Beijing AI Industry Investment Fund 北京人工智能产业投资基金,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-beijing-ai-fund,Beijing AI Industry Investment Fund 北京人工智能产业投资基金,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-baic-capital,BAIC Capital 北汽产投,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-baic-capital,BAIC Capital 北汽产投,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-sense-capital,SenseTime Guoxiang Capital 商汤国香资本,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-iflytek-fund,iFlytek Industry Fund 科大讯飞产业基金,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-lighthouse-capital,Lighthouse Capital 光源资本,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-cdh,CDH Investments 鼎晖投资,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-haier-capital,Haier Capital 海尔资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-houxue,Houxue Capital 厚雪资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-meridian-china,Meridian Capital China 华兴新经济,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-xianghe,Xianghe Capital 襄禾资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-fore-intelligent,Zhejiang Fore Intelligent Technology 浙江福沃智能,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-crystal-stream,Crystal Stream Capital 清流资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-tsinghua-holdings,Tsinghua Holdings 清华控股 / Qingkong Tiancheng 清控天诚,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-clearvue,ClearVue Partners 凯辉资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-visionplus,VisionPlus Capital 元璟资本,资本,invested-in,ind-fourier,Fourier Intelligence (傅利叶智能),产业,0
stg-vc-visionplus,VisionPlus Capital 元璟资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-orinno,Orinno Capital 朗玛峰创投,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-orinno,Orinno Capital 朗玛峰创投,资本,invested-in,ind-ubtech,UBTech (优必选),产业,0
stg-vc-lenovo-capital,Lenovo Capital 联想创投,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-century-golden-resources,Century Golden Resources 世纪金源,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-stone-venture,Stone Venture,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-oriental-fortune,Oriental Fortune Capital 东方富海,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-costone,CoStone Capital 基石资本,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-jd,JD.com 京东,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-jd,JD.com 京东,资本,invested-in,stg-ind-engineai,EngineAI (众擎机器人),产业,0
stg-vc-zhongding,Zhongding Sealing Parts 中鼎股份,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-nrb,NRB Corp. (Changzhou) 常州光阳轴承,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-kyland,Kyland Technology 东土科技,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-innoangel,Innoangel Fund 英诺天使基金,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-jinding,Jinding Capital 金鼎资本,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-jinding,Jinding Capital 金鼎资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-capital-factory,Capital Factory,资本,invested-in,ind-apptronik,Apptronik,产业,0
stg-vc-john-deere,John Deere,资本,invested-in,ind-apptronik,Apptronik,产业,0
person-brett-adcock,Brett Adcock,人物,founder-of,ind-figure,Figure AI,产业,0
person-brett-adcock,Brett Adcock,人物,employed-at,ind-figure,Figure AI,产业,0
person-bernt-bornich,Bernt Børnich,人物,founder-of,ind-1x,1X Technologies,产业,0
person-bernt-bornich,Bernt Børnich,人物,employed-at,ind-1x,1X Technologies,产业,0
person-geordie-rose,Geordie Rose,人物,founder-of,ind-sanctuary,Sanctuary AI,产业,0
person-geordie-rose,Geordie Rose,人物,employed-at,ind-sanctuary,Sanctuary AI,产业,0
person-jonathan-hurst,Jonathan Hurst,人物,founder-of,ind-agility,Agility Robotics,产业,0
person-jonathan-hurst,Jonathan Hurst,人物,employed-at,ind-agility,Agility Robotics,产业,0
person-jeff-cardenas,Jeff Cardenas,人物,founder-of,ind-apptronik,Apptronik,产业,0
person-jeff-cardenas,Jeff Cardenas,人物,employed-at,ind-apptronik,Apptronik,产业,0
person-marc-raibert,Marc Raibert,人物,founder-of,ind-boston-dynamics,Boston Dynamics,产业,0
person-marc-raibert,Marc Raibert,人物,employed-at,ind-boston-dynamics,Boston Dynamics,产业,0
person-wang-xingxing,Wang Xingxing 王兴兴,人物,founder-of,ind-unitree,Unitree Robotics (宇树科技),产业,0
person-wang-xingxing,Wang Xingxing 王兴兴,人物,employed-at,ind-unitree,Unitree Robotics (宇树科技),产业,0
person-peng-zhihui,Peng Zhihui 彭志辉 (稚晖君),人物,founder-of,ind-agibot,AgiBot (智元机器人),产业,0
person-peng-zhihui,Peng Zhihui 彭志辉 (稚晖君),人物,employed-at,ind-agibot,AgiBot (智元机器人),产业,0
person-zhou-jian,Zhou Jian 周剑,人物,founder-of,ind-ubtech,UBTech (优必选),产业,0
person-zhou-jian,Zhou Jian 周剑,人物,employed-at,ind-ubtech,UBTech (优必选),产业,0
person-will-jackson,Will Jackson,人物,founder-of,ind-engineered-arts,Engineered Arts,产业,0
person-will-jackson,Will Jackson,人物,employed-at,ind-engineered-arts,Engineered Arts,产业,0
person-sergey-levine,Sergey Levine,人物,founder-of,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
person-sergey-levine,Sergey Levine,人物,employed-at,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
person-sergey-levine,Sergey Levine,人物,alumni-of,lab-sail,Stanford SAIL,实验室,0
person-chelsea-finn,Chelsea Finn,人物,founder-of,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
person-chelsea-finn,Chelsea Finn,人物,employed-at,lab-sail,Stanford SAIL,实验室,0
person-chelsea-finn,Chelsea Finn,人物,alumni-of,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
person-karol-hausman,Karol Hausman,人物,founder-of,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
person-karol-hausman,Karol Hausman,人物,employed-at,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
person-daniela-rus,Daniela Rus,人物,employed-at,lab-mit-csail,MIT CSAIL,实验室,0
person-daniela-rus,Daniela Rus,人物,alumni-of,lab-cmu-ri,CMU Robotics Institute,实验室,0
person-ken-goldberg,Ken Goldberg,人物,founder-of,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
person-ken-goldberg,Ken Goldberg,人物,employed-at,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
person-pieter-abbeel,Pieter Abbeel,人物,employed-at,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
person-pieter-abbeel,Pieter Abbeel,人物,alumni-of,lab-sail,Stanford SAIL,实验室,0
person-marco-hutter,Marco Hutter,人物,founder-of,lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,0
person-marco-hutter,Marco Hutter,人物,employed-at,lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,0
person-marco-hutter,Marco Hutter,人物,founder-of,ind-anybotics,ANYbotics,产业,0
person-russ-tedrake,Russ Tedrake,人物,employed-at,lab-mit-csail,MIT CSAIL,实验室,0
person-russ-tedrake,Russ Tedrake,人物,employed-at,ind-tri,Toyota Research Institute (TRI),产业,0
person-fei-fei-li,Fei-Fei Li 李飞飞,人物,employed-at,lab-sail,Stanford SAIL,实验室,0
person-cewu-lu,Cewu Lu 卢策吾,人物,employed-at,stg-lab-sjtu,SJTU 上海交通大学,实验室,0
person-cewu-lu,Cewu Lu 卢策吾,人物,founder-of,ind-galbot,Galbot (银河通用),产业,0
